0,9
0,21
0,46
0,65
0,98
1,24
1,61
1,63
1,78
1,93
2,5
2,39
2,41
2,50
2,86
3,22
3,78
3,87
3,93
3,94
4,45
4,48
4,77
4,83
4,96
5,22
5,26
5,31
5,86
5,94
6,7
6,32
6,75
6,87
6,94
7,1
7,3
7,34
7,61
7,93
8,43
8,75
8,90
8,95
8,97
9,20
9,38
9,44
9,91
9,98
10,26
10,27
10,61
10,63
10,89
11,37
11,54
11,67
11,75
11,97
12,45
12,46
12,77
12,80
12,84
13,8
13,60
13,70
13,81
13,99
14,13
14,58
14,60
14,88
14,90
15,0
15,50
15,89
15,91
15,98
16,19
16,45
16,48
16,72
16,74
17,19
17,68
17,69
17,83
17,96
18,37
18,42
18,43
18,51
18,58
19,4
19,51
19,74
19,92
19,96
20,9
20,21
20,65
20,91
20,98
21,20
21,89
21,91
21,93
21,98
22,10
22,29
22,55
22,59
22,63
23,42
23,47
23,52
23,53
23,73
24,7
24,34
24,64
24,87
24,93
25,3
25,24
25,32
25,90
25,94
26,0
26,8
26,18
26,64
26,83
27,2
27,10
27,39
27,86
27,99
28,43
28,54
28,82
28,97
28,99
29,5
29,26
29,27
29,55
29,63
30,14
30,75
30,79
30,81
30,99
31,5
31,39
31,63
31,68
31,98
32,3
32,56
32,61
32,64
32,82
33,36
33,40
33,52
33,85
33,97
34,1
34,24
34,25
34,78
34,94
35,33
35,40
35,72
35,73
35,85
36,35
36,53
36,73
36,85
36,87
37,13
37,41
37,42
37,51
37,59
38,21
38,44
38,50
38,89
38,98
39,29
39,55
39,66
39,77
39,86
40,36
40,44
40,47
40,62
40,85
41,11
41,18
41,30
41,88
41,99
42,28
42,41
42,58
42,67
42,99
43,14
43,49
43,90
43,95
43,99
44,15
44,78
44,89
44,91
44,98
45,12
45,66
45,74
45,80
45,92
46,4
46,71
46,72
46,80
46,92
47,36
47,52
47,53
47,62
47,80
48,16
48,17
48,74
48,83
48,86
49,14
49,30
49,70
49,79
49,88
50,0
50,20
50,65
50,89
50,91
51,8
51,18
51,70
51,76
51,95
52,33
52,35
52,36
52,62
52,85
53,23
53,35
53,40
53,62
53,73
54,41
54,75
54,82
54,95
54,97
55,2
55,10
55,22
55,31
55,86
56,11
56,34
56,64
56,87
56,93
57,16
57,17
57,67
57,69
57,84
58,37
58,43
58,54
58,76
58,79
59,37
59,70
59,88
59,90
59,99
60,30
60,59
60,70
60,88
60,90
61,6
61,32
61,64
61,93
61,94
62,23
62,40
62,47
62,53
62,85
63,27
63,31
63,55
63,79
63,86
64,1
64,25
64,56
64,87
64,94
65,15
65,44
65,50
65,89
65,91
66,46
66,68
66,71
66,83
66,92
67,28
67,59
67,76
67,82
67,90
68,17
68,46
68,57
68,92
68,96
69,57
69,66
69,72
69,84
69,96
70,67
70,81
70,90
70,97
70,99
71,12
71,16
71,68
71,77
71,83
72,69
72,71
72,77
72,84
72,96
73,23
73,33
73,35
73,52
73,85
74,12
74,57
74,66
74,68
74,80
75,11
75,79
75,81
75,97
76,58
76,60
76,95
76,97
77,45
77,84
77,92
77,96
78,6
78,34
78,93
78,94
79,49
79,60
79,76
79,99
80,48
80,69
80,92
80,96
81,51
81,79
81,90
81,95
82,28
82,60
82,76
82,97
83,72
83,74
83,84
83,92
84,4
84,66
84,83
84,96
85,47
85,62
85,73
85,92
86,2
86,29
86,39
86,91
87,61
87,78
87,94
87,95
88,42
88,71
88,81
88,95
89,38
89,91
89,96
89,98
90,13
90,67
90,76
90,95
91,38
91,65
91,89
91,98
92,19
92,57
92,71
92,84
93,6
93,7
93,25
93,56
94,56
94,78
94,87
94,93
95,49
95,54
95,59
95,88
96,48
96,69
96,77
96,80
97,49
97,58
97,75
97,82
98,9
98,15
98,38
98,65
99,81
99,82
99,88
99,97
