0,3
0,65
0,91
0,95
0,98
1,4
1,6
1,71
1,93
1,94
2,36
2,39
2,86
2,90
2,98
3,8
3,24
3,34
3,90
3,94
4,41
4,46
4,60
4,74
4,92
5,22
5,26
5,31
5,47
5,55
6,17
6,19
6,56
6,78
6,93
7,56
7,58
7,78
7,87
7,96
8,41
8,59
8,67
8,81
8,97
9,20
9,21
9,42
9,65
9,91
10,31
10,63
10,84
10,86
10,98
11,37
11,44
11,51
11,70
11,99
12,14
12,67
12,69
12,83
12,96
13,48
13,67
13,76
13,81
13,88
14,18
14,32
14,60
14,90
14,95
15,13
15,20
15,44
15,50
15,89
16,17
16,48
16,57
16,77
16,83
17,26
17,57
17,83
17,84
17,92
18,22
18,44
18,70
18,75
18,99
19,68
19,69
19,81
19,89
19,96
20,15
20,50
20,87
20,91
20,98
21,52
21,65
21,86
21,89
21,98
22,9
22,39
22,51
22,74
22,76
23,62
23,73
23,80
23,85
23,97
24,25
24,61
24,64
24,87
24,94
25,24
25,64
25,67
25,83
25,93
26,1
26,5
26,29
26,55
26,85
27,22
27,29
27,63
27,71
27,86
28,58
28,79
28,82
28,95
28,97
29,2
29,27
29,33
29,39
29,88
30,42
30,43
30,66
30,82
30,99
31,10
31,23
31,27
31,38
31,89
32,7
32,65
32,78
32,92
32,94
33,27
33,47
33,52
33,55
33,91
34,3
34,25
34,32
34,93
34,94
35,40
35,52
35,81
35,82
35,85
36,23
36,35
36,61
36,76
36,85
37,49
37,51
37,94
37,97
37,99
38,34
38,44
38,89
38,91
38,98
39,55
39,66
39,68
39,86
39,93
40,35
40,53
40,62
40,75
40,85
41,42
41,46
41,49
41,60
41,95
42,39
42,51
42,63
42,70
42,99
43,54
43,78
43,85
43,95
43,97
44,31
44,89
44,91
44,98
44,99
45,71
45,72
45,84
45,95
45,96
46,50
46,56
46,83
46,84
46,92
47,36
47,53
47,59
47,62
47,68
48,4
48,19
48,66
48,79
48,97
49,30
49,76
49,81
49,90
49,95
50,15
50,28
50,65
50,91
50,98
51,11
51,37
51,41
51,58
51,88
52,10
52,36
52,53
52,73
52,86
53,33
53,35
53,40
53,52
53,94
54,6
54,58
54,75
54,76
54,79
55,5
55,7
55,26
55,92
55,95
56,34
56,46
56,49
56,64
56,94
57,18
57,43
57,45
57,68
57,77
58,11
58,14
58,54
58,75
58,80
59,16
59,28
59,82
59,90
59,95
60,42
60,78
60,79
60,91
60,97
61,7
61,25
61,84
61,87
61,93
62,11
62,23
62,47
62,73
62,85
63,2
63,10
63,37
63,45
63,64
64,1
64,77
64,78
64,87
64,93
65,9
65,29
65,38
65,50
65,88
66,48
66,59
66,72
66,74
66,80
67,43
67,60
67,70
67,75
67,96
68,16
68,73
68,74
68,93
68,96
69,40
69,57
69,77
69,80
69,92
70,13
70,18
70,59
70,87
70,90
71,12
71,16
71,30
71,80
71,84
72,4
72,35
72,46
72,71
72,99
73,33
73,36
73,40
73,47
73,61
74,17
74,20
74,69
74,83
74,96
75,8
75,76
75,90
75,96
76,13
76,62
76,81
76,88
77,66
77,69
77,80
77,96
78,6
78,32
78,61
78,79
79,14
79,82
79,92
79,97
80,63
80,71
80,75
80,96
81,2
81,43
81,67
81,97
82,30
82,41
82,72
82,79
83,5
83,45
83,74
83,92
84,19
84,66
84,72
84,91
85,62
85,73
85,82
85,99
86,12
86,15
86,53
86,63
87,1
87,93
87,97
87,98
88,54
88,69
88,83
88,99
89,0
89,21
89,57
89,86
90,8
90,58
90,60
90,99
91,9
91,38
91,54
91,98
92,45
92,64
92,68
92,84
93,56
93,72
93,87
93,94
94,3
94,34
94,61
94,70
95,24
95,37
95,59
95,77
96,12
96,48
96,77
96,92
97,0
97,28
97,49
97,88
98,0
98,38
98,89
98,90
99,21
99,88
99,89
99,90
