0,13
0,20
0,22
0,27
0,31
0,40
0,41
0,45
0,52
0,59
1,16
1,23
1,29
1,32
1,38
1,47
1,48
1,50
1,51
1,56
2,0
2,8
2,12
2,13
2,16
2,20
2,41
2,52
2,53
2,54
3,26
3,35
3,39
3,44
3,49
3,54
3,55
3,57
3,58
3,59
4,9
4,25
4,34
4,38
4,43
4,47
4,50
4,51
4,56
5,15
5,28
5,36
5,42
5,46
5,54
5,55
5,57
5,58
5,59
6,5
6,29
6,35
6,42
6,44
6,46
6,49
6,54
6,58
6,59
7,12
7,19
7,23
7,27
7,40
7,41
7,45
7,48
7,52
7,53
8,0
8,13
8,17
8,21
8,22
8,24
8,44
8,45
8,52
8,53
9,10
9,11
9,21
9,24
9,25
9,43
9,48
9,51
9,56
10,1
10,23
10,32
10,37
10,38
10,47
10,48
10,51
10,56
10,57
11,4
11,10
11,21
11,23
11,34
11,38
11,43
11,50
11,56
12,30
12,33
12,37
12,40
12,41
12,43
12,45
12,49
12,52
12,58
13,7
13,16
13,19
13,27
13,33
13,37
13,40
13,41
13,53
13,58
14,5
14,28
14,36
14,39
14,46
14,49
14,54
14,55
14,57
14,58
14,59
15,3
15,5
15,6
15,26
15,35
15,49
15,54
15,55
15,57
15,58
15,59
16,3
16,27
16,30
16,31
16,38
16,40
16,41
16,52
16,53
16,55
17,12
17,18
17,19
17,22
17,31
17,40
17,45
17,51
17,53
17,59
18,0
18,13
18,22
18,30
18,33
18,37
18,45
18,52
18,53
19,0
19,2
19,8
19,13
19,18
19,20
19,30
19,37
19,45
20,7
20,8
20,16
20,22
20,30
20,31
20,34
20,47
20,53
20,57
21,1
21,2
21,32
21,33
21,38
21,43
21,48
21,50
21,51
21,56
22,2
22,8
22,9
22,20
22,31
22,33
22,41
22,45
22,51
22,53
23,10
23,11
23,21
23,24
23,34
23,43
23,47
23,50
23,56
24,11
24,21
24,32
24,43
24,47
24,48
24,50
24,51
24,56
25,9
25,24
25,32
25,34
25,38
25,43
25,47
25,50
25,56
26,5
26,14
26,29
26,36
26,42
26,44
26,54
26,55
26,57
26,58
26,59
27,0
27,4
27,7
27,26
27,30
27,31
27,36
27,37
27,45
27,53
28,3
28,6
28,14
28,29
28,35
28,42
28,44
28,54
28,55
28,57
28,58
29,14
29,35
29,42
29,44
29,49
29,54
29,55
29,57
29,58
29,59
30,12
30,16
30,17
30,19
30,33
30,37
30,42
30,52
30,53
30,55
31,14
31,15
31,16
31,17
31,19
31,27
31,40
31,41
31,45
31,53
32,19
32,25
32,34
32,38
32,43
32,48
32,50
32,51
32,53
32,56
33,7
33,18
33,20
33,22
33,37
33,40
33,41
33,45
33,53
34,1
34,4
34,10
34,11
34,17
34,32
34,50
34,51
34,52
34,56
35,3
35,6
35,29
35,36
35,39
35,44
35,46
35,49
35,54
35,57
35,58
35,59
36,6
36,35
36,42
36,44
36,46
36,49
36,54
36,55
36,57
36,59
37,8
37,17
37,18
37,20
37,22
37,31
37,40
37,52
37,53
38,4
38,9
38,21
38,24
38,25
38,47
38,48
38,51
38,56
39,5
39,26
39,28
39,35
39,42
39,46
39,55
39,57
39,58
39,59
40,13
40,17
40,18
40,19
40,27
40,33
40,41
40,52
40,53
41,2
41,7
41,18
41,22
41,25
41,48
41,50
41,52
41,53
41,56
42,3
42,14
42,15
42,26
42,39
42,49
42,54
42,55
42,57
42,58
42,59
43,9
43,23
43,24
43,25
43,31
43,34
43,47
43,50
43,51
43,56
44,15
44,36
44,39
44,42
44,46
44,54
44,55
44,57
44,58
44,59
45,8
45,12
45,16
45,20
45,32
45,33
45,37
45,40
45,50
45,52
46,6
46,26
46,28
46,35
46,36
46,39
46,42
46,55
46,57
46,58
46,59
47,0
47,23
47,24
47,25
47,30
47,32
47,43
47,48
47,50
47,56
48,4
48,11
48,21
48,25
48,27
48,34
48,47
48,50
48,51
48,56
49,3
49,26
49,28
49,39
49,42
49,44
49,46
49,54
49,55
49,58
49,59
50,1
50,10
50,20
50,21
50,32
50,34
50,43
50,47
50,48
50,56
51,1
51,10
51,18
51,23
51,24
51,38
51,47
51,48
51,56
52,2
52,7
52,12
52,17
52,27
52,28
52,45
52,46
52,56
53,1
53,2
53,30
53,31
53,33
53,37
53,39
53,41
53,52
54,5
54,15
54,29
54,35
54,44
54,46
54,49
54,57
54,58
54,59
55,15
55,26
55,29
55,46
55,49
55,54
55,57
55,58
55,59
56,4
56,9
56,11
56,23
56,38
56,47
56,48
56,51
56,52
57,28
57,29
57,36
57,39
57,46
57,49
57,54
57,55
57,58
57,59
58,6
58,28
58,36
58,44
58,49
58,54
58,55
58,57
58,59
59,14
59,15
59,36
59,39
59,44
59,49
59,54
59,55
59,57
59,58
